source,expansion,class_key,class_name,effect_text,effect_key,effect_confidence,descriptor,deck_id,card_id,xws,image_path,image_sha1
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+0) (Poison) (Rolling),text__0_poison_rolling,high,Attack Modifier (+0) (Poison) (Rolling),1378,137804,,cards/by_class/gh1_mod_json/scoundrel/137804_attack_modifier_0_poison_rolling.png,111be08ee0870da4b396fa1d32a09b1e022a5704
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+1),text__1,high,Attack Modifier (+1),1378,137800,,cards/by_class/gh1_mod_json/scoundrel/137800_attack_modifier_1.png,a3a3b71be27d1ce507a3706e7d48bcdd868c2ec6
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1378,137812,,cards/by_class/gh1_mod_json/scoundrel/137812_attack_modifier_1_rolling.png,4b809d066b48f9414dcfab8d354594d85e74ab8c
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1378,137813,,cards/by_class/gh1_mod_json/scoundrel/137813_attack_modifier_1_rolling.png,7f24dd08ba7e35d8945413238b9d2674258c6173
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1378,137814,,cards/by_class/gh1_mod_json/scoundrel/137814_attack_modifier_1_rolling.png,18f90b470d0c7a0e9c99422814a7a51e260d8f3f
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1378,137815,,cards/by_class/gh1_mod_json/scoundrel/137815_attack_modifier_1_rolling.png,4f01527bb93659862d818d16a890099006c7b81a
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+2),text__2,high,Attack Modifier (+2),1378,137806,,cards/by_class/gh1_mod_json/scoundrel/137806_attack_modifier_2.png,4dcfd44d7e5c27359d27ea6c8911756ec3908d16
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,(+2),text__2,high,Attack Modifier (+2),1378,137807,,cards/by_class/gh1_mod_json/scoundrel/137807_attack_modifier_2.png,72e151fb09f829ca15ca757c9b818af16c229f33
gh1_mod_json,gloomhaven,scoundrel,Scoundrel,Cloak of Invisibility,text__cloak_of_invisibility,high,Cloak of Invisibility,1379,137900,,cards/by_class/gh1_mod_json/scoundrel/137900_cloak_of_invisibility.png,62f676d06e29b76cdacc5c38e5201c427b3747fc
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+0) (Curse) (Rolling),text__0_curse_rolling,high,Attack Modifier (+0) (Curse) (Rolling),1381,138112,,cards/by_class/gh1_mod_json/soothsinger/138112_attack_modifier_0_curse_rolling.png,7eb5bf13a1de007575dffbddb03aeb200b1ec496
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+0) (Curse) (Rolling),text__0_curse_rolling,high,Attack Modifier (+0) (Curse) (Rolling),1381,138113,,cards/by_class/gh1_mod_json/soothsinger/138113_attack_modifier_0_curse_rolling.png,04b81c6eb1bf42a5ae2fee512c14bf2225bd5d95
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+0) (Curse) (Rolling),text__0_curse_rolling,high,Attack Modifier (+0) (Curse) (Rolling),1381,138114,,cards/by_class/gh1_mod_json/soothsinger/138114_attack_modifier_0_curse_rolling.png,c1483acc323b525c1adf07c71ccd7e4059c7d726
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+0) (Stun),text__0_stun,high,Attack Modifier (+0) (Stun),1381,138100,,cards/by_class/gh1_mod_json/soothsinger/138100_attack_modifier_0_stun.png,37e99c77efdf9f643ddd5febe30536a18e9151d2
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+1) (Disarm),text__1_disarm,high,Attack Modifier (+1) (Disarm),1381,138102,,cards/by_class/gh1_mod_json/soothsinger/138102_attack_modifier_1_disarm.png,bdee96205df8856307af25fdef84ef0e4c3b14ec
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1381,138101,,cards/by_class/gh1_mod_json/soothsinger/138101_attack_modifier_1_immobilize.png,f8d4e2564e4c7ada75ef97691752903dcb66ee69
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1381,138109,,cards/by_class/gh1_mod_json/soothsinger/138109_attack_modifier_1_rolling.png,7d328127dbe02bcd0a9b8ef6372ae28c3e98cc2b
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1381,138110,,cards/by_class/gh1_mod_json/soothsinger/138110_attack_modifier_1_rolling.png,9596a1da0537db93562004e47137d937211b0933
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1381,138111,,cards/by_class/gh1_mod_json/soothsinger/138111_attack_modifier_1_rolling.png,9d651395fb06bb72d5c7d059b1f8d5d92824a2ce
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+2) (Curse),text__2_curse,high,Attack Modifier (+2) (Curse),1381,138105,,cards/by_class/gh1_mod_json/soothsinger/138105_attack_modifier_2_curse.png,4699b47f6912203e8ba5ab13fe54aea822bbc63e
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+2) (Poison),text__2_poison,high,Attack Modifier (+2) (Poison),1381,138104,,cards/by_class/gh1_mod_json/soothsinger/138104_attack_modifier_2_poison.png,c7762b87a250b9aeb810fc2a73050fe91bedc736
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+2) (Wound),text__2_wound,high,Attack Modifier (+2) (Wound),1381,138103,,cards/by_class/gh1_mod_json/soothsinger/138103_attack_modifier_2_wound.png,f0b5ec67a9d06f9675e58aa5b58b074247b61581
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+3) (Muddle),text__3_muddle,high,Attack Modifier (+3) (Muddle),1381,138106,,cards/by_class/gh1_mod_json/soothsinger/138106_attack_modifier_3_muddle.png,eece2c618f976fe4742dedf9af015e4251b0013c
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+4),text__4,high,Attack Modifier (+4),1381,138107,,cards/by_class/gh1_mod_json/soothsinger/138107_attack_modifier_4.png,55272703b327ffda1e09c90f59e50ce75c417bc1
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,(+4),text__4,high,Attack Modifier (+4),1381,138108,,cards/by_class/gh1_mod_json/soothsinger/138108_attack_modifier_4.png,ecaf3fcee25fed88445499cc5586cb53706688ca
gh1_mod_json,gloomhaven,soothsinger,Soothsinger,Storyteller,text__storyteller,high,Storyteller,1382,138200,,cards/by_class/gh1_mod_json/soothsinger/138200_storyteller.png,0e28e3a16b693318c1d620368c4cd7fc8a7b2e82
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+0) (Infuse Air) (Rolling),text__0_infuse_air_rolling,high,Attack Modifier (+0) (Infuse Air) (Rolling),1384,138402,,cards/by_class/gh1_mod_json/spellweaver/138402_attack_modifier_0_infuse_air_rolling.png,6908116d789a3c6e9039d54130d3fd538b58efae
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+0) (Infuse Dark) (Rolling),text__0_infuse_dark_rolling,high,Attack Modifier (+0) (Infuse Dark) (Rolling),1384,138405,,cards/by_class/gh1_mod_json/spellweaver/138405_attack_modifier_0_infuse_dark_rolling.png,17446d1579c339a39f5e9b0f953dfc71fdafcc19
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1384,138403,,cards/by_class/gh1_mod_json/spellweaver/138403_attack_modifier_0_infuse_earth_rolling.png,f41b8a5b070dcb76dc3f343265d38075d37ae1e9
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+0) (Infuse Light) (Rolling),text__0_infuse_light_rolling,high,Attack Modifier (+0) (Infuse Light) (Rolling),1384,138404,,cards/by_class/gh1_mod_json/spellweaver/138404_attack_modifier_0_infuse_light_rolling.png,433fc3e80707113730c2d75103b835a5bb466537
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1),text__1,high,Attack Modifier (+1),1384,138400,,cards/by_class/gh1_mod_json/spellweaver/138400_attack_modifier_1.png,3038350715714110dc7570271931ad790dd2a392
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1),text__1,high,Attack Modifier (+1),1384,138401,,cards/by_class/gh1_mod_json/spellweaver/138401_attack_modifier_1.png,92931b302d15db671db54d61d858b5e1d50e332d
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1) (Curse),text__1_curse,high,Attack Modifier (+1) (Curse),1384,138409,,cards/by_class/gh1_mod_json/spellweaver/138409_attack_modifier_1_curse.png,bfa941f5627216b2cd5cc416e99e99065c00c67a
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1384,138407,,cards/by_class/gh1_mod_json/spellweaver/138407_attack_modifier_1_immobilize.png,044136d7a50483ac04e509e89704196d00ffd13f
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1) (Stun),text__1_stun,high,Attack Modifier (+1) (Stun),1384,138408,,cards/by_class/gh1_mod_json/spellweaver/138408_attack_modifier_1_stun.png,50a612f94a7ea6fbd410d944ebe5bb0d0ff8da79
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+1) (Wound),text__1_wound,high,Attack Modifier (+1) (Wound),1384,138406,,cards/by_class/gh1_mod_json/spellweaver/138406_attack_modifier_1_wound.png,6468433606e3da8e1335cb68f2e7c54cbcba6642
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+2) (Infuse Fire),text__2_infuse_fire,high,Attack Modifier (+2) (Infuse Fire),1384,138410,,cards/by_class/gh1_mod_json/spellweaver/138410_attack_modifier_2_infuse_fire.png,ee63df2e1f3f33ec73e04db0c634cd2055a3bbef
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+2) (Infuse Fire),text__2_infuse_fire,high,Attack Modifier (+2) (Infuse Fire),1384,138411,,cards/by_class/gh1_mod_json/spellweaver/138411_attack_modifier_2_infuse_fire.png,417d0ec616b17403aeaeb0194e291a3d29a4cda5
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+2) (Infuse Ice),text__2_infuse_ice,high,Attack Modifier (+2) (Infuse Ice),1384,138412,,cards/by_class/gh1_mod_json/spellweaver/138412_attack_modifier_2_infuse_ice.png,8fee7cb8d3f908af7c2b4769c2fbe8f7d5c56c10
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,(+2) (Infuse Ice),text__2_infuse_ice,high,Attack Modifier (+2) (Infuse Ice),1384,138413,,cards/by_class/gh1_mod_json/spellweaver/138413_attack_modifier_2_infuse_ice.png,c15f92d96d18e3f3db3a38e5d9b1197b6d92c094
gh1_mod_json,gloomhaven,spellweaver,Spellweaver,Etheric Bond,text__etheric_bond,high,Etheric Bond,1385,138500,,cards/by_class/gh1_mod_json/spellweaver/138500_etheric_bond.png,adcf42d7ab9339eacf34748e619ad1d1541a88b5
gh1_mod_json,gloomhaven,summoner,Summoner,(+0),text__0,high,Attack Modifier (+0),1387,138705,,cards/by_class/gh1_mod_json/summoner/138705_attack_modifier_0.png,4825ffe774f04e533a4da9cf2d602f2b6afe7ee4
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138716,,cards/by_class/gh1_mod_json/summoner/138716_attack_modifier_0_heal_1_rolling.png,fb08362abe16b8dce3e7b60622f1d8fcf2422271
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138717,,cards/by_class/gh1_mod_json/summoner/138717_attack_modifier_0_heal_1_rolling.png,2b8cb822449fd3fe5570f106841676e07493f2ec
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138718,,cards/by_class/gh1_mod_json/summoner/138718_attack_modifier_0_heal_1_rolling.png,6c3b54f8acf543973693cf5c71b50850ae4c5b50
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138719,,cards/by_class/gh1_mod_json/summoner/138719_attack_modifier_0_heal_1_rolling.png,9681bd20dde697e1ce6df937e127c3dcecbcb3de
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138720,,cards/by_class/gh1_mod_json/summoner/138720_attack_modifier_0_heal_1_rolling.png,e1e347ffd408c43e3efebed1dedd823b758508ac
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1387,138721,,cards/by_class/gh1_mod_json/summoner/138721_attack_modifier_0_heal_1_rolling.png,fae43d322b71d7ea6fbd5878a7b809b6d8184443
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Infuse Air) (Rolling),text__0_infuse_air_rolling,high,Attack Modifier (+0) (Infuse Air) (Rolling),1387,138708,,cards/by_class/gh1_mod_json/summoner/138708_attack_modifier_0_infuse_air_rolling.png,733eb1cdfbebb9bf449d3cdf3bc9b4fced80cb24
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Infuse Dark) (Rolling),text__0_infuse_dark_rolling,high,Attack Modifier (+0) (Infuse Dark) (Rolling),1387,138709,,cards/by_class/gh1_mod_json/summoner/138709_attack_modifier_0_infuse_dark_rolling.png,b74002db9606316338af354a5425ad9747ab4745
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Infuse Earth) (Rolling),text__0_infuse_earth_rolling,high,Attack Modifier (+0) (Infuse Earth) (Rolling),1387,138707,,cards/by_class/gh1_mod_json/summoner/138707_attack_modifier_0_infuse_earth_rolling.png,f380251ca25763e9fef5a2d68b5785c386c5f628
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Infuse Fire) (Rolling),text__0_infuse_fire_rolling,high,Attack Modifier (+0) (Infuse Fire) (Rolling),1387,138706,,cards/by_class/gh1_mod_json/summoner/138706_attack_modifier_0_infuse_fire_rolling.png,e5622ebd5d4a5c3021aa974ff11b13125b7e1b3b
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Poison) (Rolling),text__0_poison_rolling,high,Attack Modifier (+0) (Poison) (Rolling),1387,138714,,cards/by_class/gh1_mod_json/summoner/138714_attack_modifier_0_poison_rolling.png,cfab16d48534f25fa054da42119fb0e85dc7ae24
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Poison) (Rolling),text__0_poison_rolling,high,Attack Modifier (+0) (Poison) (Rolling),1387,138715,,cards/by_class/gh1_mod_json/summoner/138715_attack_modifier_0_poison_rolling.png,d17c550baeab2e96fc8d3a58c7169258f2892d24
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Wound) (Rolling),text__0_wound_rolling,high,Attack Modifier (+0) (Wound) (Rolling),1387,138712,,cards/by_class/gh1_mod_json/summoner/138712_attack_modifier_0_wound_rolling.png,9561c3106c71c8aec59fbb476e826def351b6c2d
gh1_mod_json,gloomhaven,summoner,Summoner,(+0) (Wound) (Rolling),text__0_wound_rolling,high,Attack Modifier (+0) (Wound) (Rolling),1387,138713,,cards/by_class/gh1_mod_json/summoner/138713_attack_modifier_0_wound_rolling.png,7352fff003106ac751bc86d006feae89a464bc7e
gh1_mod_json,gloomhaven,summoner,Summoner,(+1),text__1,high,Attack Modifier (+1),1387,138700,,cards/by_class/gh1_mod_json/summoner/138700_attack_modifier_1.png,8e9dacf6a6c6644cc16d2cd2f5e870779b3d3aed
gh1_mod_json,gloomhaven,summoner,Summoner,(+1),text__1,high,Attack Modifier (+1),1387,138701,,cards/by_class/gh1_mod_json/summoner/138701_attack_modifier_1.png,f6b5916bf71cf54f39c7e9b53af6742b8aa7ef77
gh1_mod_json,gloomhaven,summoner,Summoner,(+1),text__1,high,Attack Modifier (+1),1387,138702,,cards/by_class/gh1_mod_json/summoner/138702_attack_modifier_1.png,9370da4d3071652f0bb9b27af92fba57270e7b36
gh1_mod_json,gloomhaven,summoner,Summoner,(+1),text__1,high,Attack Modifier (+1),1387,138703,,cards/by_class/gh1_mod_json/summoner/138703_attack_modifier_1.png,9370da4d3071652f0bb9b27af92fba57270e7b36
gh1_mod_json,gloomhaven,summoner,Summoner,(+1),text__1,high,Attack Modifier (+1),1387,138704,,cards/by_class/gh1_mod_json/summoner/138704_attack_modifier_1.png,9370da4d3071652f0bb9b27af92fba57270e7b36
gh1_mod_json,gloomhaven,summoner,Summoner,(+2),text__2,high,Attack Modifier (+2),1387,138710,,cards/by_class/gh1_mod_json/summoner/138710_attack_modifier_2.png,ee1642e91cbd38910954e4fac9658f35c7c55971
gh1_mod_json,gloomhaven,summoner,Summoner,(+2),text__2,high,Attack Modifier (+2),1387,138711,,cards/by_class/gh1_mod_json/summoner/138711_attack_modifier_2.png,6166dd5a13663fdeed9c1c793165dc1e43463d15
gh1_mod_json,gloomhaven,summoner,Summoner,Phase Out,text__phase_out,high,Phase Out,1388,138800,,cards/by_class/gh1_mod_json/summoner/138800_phase_out.png,81fd9c9f65edcb990b9e0ec546338ac531e461f9
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1390,139012,,cards/by_class/gh1_mod_json/sunkeeper/139012_attack_modifier_0_heal_1_rolling.png,4db4d9d10b98fb2b571b0df759f1f3948afc5319
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1390,139013,,cards/by_class/gh1_mod_json/sunkeeper/139013_attack_modifier_0_heal_1_rolling.png,f6f121d2af796de632eb06c434992ff8257509ea
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1390,139014,,cards/by_class/gh1_mod_json/sunkeeper/139014_attack_modifier_0_heal_1_rolling.png,1fe3460c4b1edf52191452a655cb9b29f6dda409
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Heal 1) (Rolling),text__0_heal_1_rolling,high,Attack Modifier (+0) (Heal 1) (Rolling),1390,139015,,cards/by_class/gh1_mod_json/sunkeeper/139015_attack_modifier_0_heal_1_rolling.png,379f63a6a86ad3745b8ae46f8a8d8ad5ff61e614
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Infuse Light) (Rolling),text__0_infuse_light_rolling,high,Attack Modifier (+0) (Infuse Light) (Rolling),1390,139000,,cards/by_class/gh1_mod_json/sunkeeper/139000_attack_modifier_0_infuse_light_rolling.png,b9b1ec16f2d8f13e0c1a45fd852eb88d8621f1d7
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Infuse Light) (Rolling),text__0_infuse_light_rolling,high,Attack Modifier (+0) (Infuse Light) (Rolling),1390,139001,,cards/by_class/gh1_mod_json/sunkeeper/139001_attack_modifier_0_infuse_light_rolling.png,ca1a243df05466c1eed94ed4c22ee001a5605620
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Infuse Light) (Rolling),text__0_infuse_light_rolling,high,Attack Modifier (+0) (Infuse Light) (Rolling),1390,139002,,cards/by_class/gh1_mod_json/sunkeeper/139002_attack_modifier_0_infuse_light_rolling.png,7257f5340ca36bf52b170572781db7a6eab97b97
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Infuse Light) (Rolling),text__0_infuse_light_rolling,high,Attack Modifier (+0) (Infuse Light) (Rolling),1390,139003,,cards/by_class/gh1_mod_json/sunkeeper/139003_attack_modifier_0_infuse_light_rolling.png,30c99ee3cf72cec696441b6c22abffd535e26407
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Shield 1) (Rolling),text__0_shield_1_rolling,high,Attack Modifier (+0) (Shield 1) (Rolling),1390,139004,,cards/by_class/gh1_mod_json/sunkeeper/139004_attack_modifier_0_shield_1_rolling.png,b8e04610970a1426ba7504d5373ea7278f289609
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Shield 1) (Rolling),text__0_shield_1_rolling,high,Attack Modifier (+0) (Shield 1) (Rolling),1390,139005,,cards/by_class/gh1_mod_json/sunkeeper/139005_attack_modifier_0_shield_1_rolling.png,c2471e835aae6cf0a83f6ce4c4e97d075a085085
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+0) (Stun) (Rolling),text__0_stun_rolling,high,Attack Modifier (+0) (Stun) (Rolling),1390,139011,,cards/by_class/gh1_mod_json/sunkeeper/139011_attack_modifier_0_stun_rolling.png,6d2826ade26efe79bf1db527f0e25a7821904642
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1),text__1,high,Attack Modifier (+1),1390,139016,,cards/by_class/gh1_mod_json/sunkeeper/139016_attack_modifier_1.png,19c84e27ff5f2744727e845735f33a7a5110cf09
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1),text__1,high,Attack Modifier (+1),1390,139017,,cards/by_class/gh1_mod_json/sunkeeper/139017_attack_modifier_1.png,afb126ea2d01042bdfe50b002cf6c9e573986bbe
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1390,139007,,cards/by_class/gh1_mod_json/sunkeeper/139007_attack_modifier_1_rolling.png,16c366163a82a82ff31b5bdfd6a8ebe9a01635ea
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1390,139008,,cards/by_class/gh1_mod_json/sunkeeper/139008_attack_modifier_1_rolling.png,99b063ef956250893f322b1f5af0711c654688bd
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1390,139009,,cards/by_class/gh1_mod_json/sunkeeper/139009_attack_modifier_1_rolling.png,09468d5b43ed4495f6f946509ebdbf5e45ce7665
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+1) (Rolling),text__1_rolling,high,Attack Modifier (+1) (Rolling),1390,139010,,cards/by_class/gh1_mod_json/sunkeeper/139010_attack_modifier_1_rolling.png,9a073b74600bac1bd503adf3f59a9deac47fd2db
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,(+2),text__2,high,Attack Modifier (+2),1390,139006,,cards/by_class/gh1_mod_json/sunkeeper/139006_attack_modifier_2.png,76d872e3598f8858f12693d2773fb9043413468e
gh1_mod_json,gloomhaven,sunkeeper,Sunkeeper,Shielding Light,text__shielding_light,high,Shielding Light,1391,139100,,cards/by_class/gh1_mod_json/sunkeeper/139100_shielding_light.png,71f251bf02dbf50c996e13384c026b33293ec7ea
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0),text__0,high,Attack Modifier (+0),1393,139302,,cards/by_class/gh1_mod_json/tinkerer/139302_attack_modifier_0.png,498005167789fa33e00e5cd0b74ff479367254e1
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Add Target),text__0_add_target,high,Attack Modifier (+0) (Add Target),1393,139303,,cards/by_class/gh1_mod_json/tinkerer/139303_attack_modifier_0_add_target.png,5336ef5cac4637f53b94b489d072f3aa05c3a1dd
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Infuse Fire) (Rolling),text__0_infuse_fire_rolling,high,Attack Modifier (+0) (Infuse Fire) (Rolling),1393,139314,,cards/by_class/gh1_mod_json/tinkerer/139314_attack_modifier_0_infuse_fire_rolling.png,c1b62c391cad754e9609f1c248c25ea6d0c347c3
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Infuse Fire) (Rolling),text__0_infuse_fire_rolling,high,Attack Modifier (+0) (Infuse Fire) (Rolling),1393,139315,,cards/by_class/gh1_mod_json/tinkerer/139315_attack_modifier_0_infuse_fire_rolling.png,24abe65cee8cfeee183cb94dd4963400a0506b92
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Muddle) (Rolling),text__0_muddle_rolling,high,Attack Modifier (+0) (Muddle) (Rolling),1393,139308,,cards/by_class/gh1_mod_json/tinkerer/139308_attack_modifier_0_muddle_rolling.png,dcf04f81ec90735483f37ec6119cfe353e15c440
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Muddle) (Rolling),text__0_muddle_rolling,high,Attack Modifier (+0) (Muddle) (Rolling),1393,139309,,cards/by_class/gh1_mod_json/tinkerer/139309_attack_modifier_0_muddle_rolling.png,e9e5762548ac1e816676f088c2d330e72391c2ef
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+0) (Muddle) (Rolling),text__0_muddle_rolling,high,Attack Modifier (+0) (Muddle) (Rolling),1393,139310,,cards/by_class/gh1_mod_json/tinkerer/139310_attack_modifier_0_muddle_rolling.png,d9d99607b775a640268fc1a19bf068beaaceedb4
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1),text__1,high,Attack Modifier (+1),1393,139300,,cards/by_class/gh1_mod_json/tinkerer/139300_attack_modifier_1.png,7a21a7078a2129301a4d17fbfe7c3dab75c55fbb
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1),text__1,high,Attack Modifier (+1),1393,139301,,cards/by_class/gh1_mod_json/tinkerer/139301_attack_modifier_1.png,c0e4fa064d400ded06934f92f9a129106f8e0476
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1) (Heal 2),text__1_heal_2,high,Attack Modifier (+1) (Heal 2),1393,139312,,cards/by_class/gh1_mod_json/tinkerer/139312_attack_modifier_1_heal_2.png,774c4dcc0da2d1fda7fbd8e606d6954a4acb472c
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1) (Heal 2),text__1_heal_2,high,Attack Modifier (+1) (Heal 2),1393,139313,,cards/by_class/gh1_mod_json/tinkerer/139313_attack_modifier_1_heal_2.png,9250ba8ad866edd1019b4c217f9e9984dd909826
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1393,139306,,cards/by_class/gh1_mod_json/tinkerer/139306_attack_modifier_1_immobilize.png,00932c72bda330e41ed9b0184a0fafed4f8082bb
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1) (Immobilize),text__1_immobilize,high,Attack Modifier (+1) (Immobilize),1393,139307,,cards/by_class/gh1_mod_json/tinkerer/139307_attack_modifier_1_immobilize.png,bbdf133d7c1d75ef452b6dc63a8a0aa56b03113e
gh1_mod_json,gloomhaven,tinkerer,Tinkerer,(+1) (Wound),text__1_wound,high,Attack Modifier (+1) (Wound),1393,139304,,cards/by_class/gh1_mod_json/tinkerer/139304_attack_modifier_1_wound.png,4064b31aa6e79ba71c907171d3cd363e3ba63374
